,cement,slag,ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,total,cement_root,water_ratio,age_root,super_used
83,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,2431.6000000000004,0.7770603717716729,0.06781543016943575,1.7320508075688772,1
84,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.296095039999997,2406.2,0.7835591388911979,0.07638600282603276,1.7320508075688772,1
85,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.599464479999998,2442.8,0.7739069919764204,0.06300147371868348,1.7320508075688772,1
86,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,2431.6000000000004,0.7770603717716729,0.06781543016943575,1.7320508075688772,1
87,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564,2454.4000000000005,0.8186114732724901,0.05895534550195566,1.7320508075688772,1
88,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,2431.6000000000004,0.7770603717716729,0.06781543016943575,1.7320508075688772,1
89,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132,2408.9,0.7346921831541368,0.07721366598862552,1.7320508075688772,1
90,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688,2450.3,0.77113006570624,0.05954372933926458,1.7320508075688772,1
91,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,2431.6000000000004,0.7770603717716729,0.06781543016943575,1.7320508075688772,1
92,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862,2414.8,0.7824664568494285,0.07242835845618685,1.7320508075688772,1
93,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676,2433.2,0.7693572250534276,0.06990794016110471,2.6457513110645907,1
94,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532,2425.3,0.7920257287758216,0.07236218199810332,2.6457513110645907,1
95,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,2447.5,0.7540347293156282,0.0627170582226762,2.6457513110645907,1
96,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088,2448.0,0.7540849673202614,0.06184640522875817,2.6457513110645907,1
97,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928,2470.5,0.7846589759158065,0.05124468731026108,2.6457513110645907,1
98,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464,2424.4,0.7228180168289061,0.07469889457185283,2.6457513110645907,1
99,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.896079119999996,2455.8,0.7369492629692972,0.05611206124277221,2.6457513110645907,1
100,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,2447.5,0.7540347293156282,0.0627170582226762,2.6457513110645907,1
101,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512,2440.5,0.7682442122515878,0.06469985658676501,2.6457513110645907,1
102,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.89815752,2454.1000000000004,0.7113809543213397,0.05778085652581394,2.6457513110645907,1
103,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,2447.5,0.7540347293156282,0.0627170582226762,2.6457513110645907,1
104,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.398217439999996,2440.8,0.7968698787282857,0.0637905604719764,2.6457513110645907,1
105,401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696,2461.2,0.7693807898586056,0.05988948480416058,2.6457513110645907,1
106,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,2435.6000000000004,0.7757842010182294,0.06770405649531942,2.6457513110645907,1
107,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148,2410.2,0.7822587337150445,0.07625923159903744,2.6457513110645907,1
108,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556,2446.8,0.7726418178845839,0.06289847964688573,2.6457513110645907,1
109,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,2435.6000000000004,0.7757842010182294,0.06770405649531942,2.6457513110645907,1
110,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.997022359999995,2458.4000000000005,0.8172795314025381,0.058859420761470854,2.6457513110645907,1
111,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,2435.6000000000004,0.7757842010182294,0.06770405649531942,2.6457513110645907,1
112,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.095767359999996,2412.9,0.7334742426126238,0.07708566455302747,2.6457513110645907,1
113,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09498796,2454.3,0.7698732836246587,0.05944668540928167,2.6457513110645907,1
114,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796,2435.6000000000004,0.7757842010182294,0.06770405649531942,2.6457513110645907,1
115,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.101223159999996,2418.8,0.7811724822225896,0.07230858276831487,2.6457513110645907,1
116,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836,2454.2,0.762774020047266,0.06930975470621792,5.291502622129181,1
117,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348,2446.3,0.7852266688468299,0.07174099660712095,5.291502622129181,1
118,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,2468.5,0.7476200121531295,0.06218351225440551,5.291502622129181,1
119,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.797733879999996,2469.0,0.7476711219117051,0.061320372620494126,5.291502622129181,1
120,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148,2491.5,0.7780453542042945,0.05081276339554485,5.291502622129181,1
121,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256,2445.4,0.7166107794225893,0.07405741392001308,5.291502622129181,1
122,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628,2476.8,0.7307009043927649,0.05563630490956072,5.291502622129181,1
123,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,2468.5,0.7476200121531295,0.06218351225440551,5.291502622129181,1
124,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028,2461.5,0.7616900264066626,0.06414787731058298,5.291502622129181,1
125,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368,2475.1000000000004,0.7053452385762191,0.05729061452062543,5.291502622129181,1
126,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,2468.5,0.7476200121531295,0.06218351225440551,5.291502622129181,1
127,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.495923239999996,2461.8,0.790072304817613,0.06324640506946136,5.291502622129181,1
128,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406,2482.2,0.7628716461203771,0.059382805575698985,5.291502622129181,1
129,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,2456.6000000000004,0.7691524871773996,0.0671252951233412,5.291502622129181,1
130,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984,2431.2,0.7755018098058573,0.07560052648897665,5.291502622129181,1
131,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796,2467.8,0.7660669422157387,0.062363238512035006,5.291502622129181,1
132,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,2456.6000000000004,0.7691524871773996,0.0671252951233412,5.291502622129181,1
133,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844,2479.4000000000005,0.810357344518835,0.058360893764620454,5.291502622129181,1
134,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,2456.6000000000004,0.7691524871773996,0.0671252951233412,5.291502622129181,1
135,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272,2433.9,0.7271457331854226,0.07642055959571059,5.291502622129181,1
136,389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818,2475.3,0.7633418171534763,0.058942350422171046,5.291502622129181,1
137,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,2456.6000000000004,0.7691524871773996,0.0671252951233412,5.291502622129181,1
138,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812,2439.8,0.7744487253053528,0.07168620378719567,5.291502622129181,1
139,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182,2482.2,0.7541696881798405,0.06852791878172589,7.483314773547883,1
140,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588,2474.3,0.7763407832518288,0.07092915167926282,7.483314773547883,1
141,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,2496.5,0.7392349289004606,0.061486080512717804,7.483314773547883,1
142,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588,2497.0,0.7392871445734882,0.06063275931117341,7.483314773547883,1
143,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956,2519.5,0.7693986902163128,0.05024806509228021,7.483314773547883,1
144,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336,2473.4,0.7084984232230938,0.07321905069944205,7.483314773547883,1
145,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276,2504.8,0.7225327371446822,0.055014372404982435,7.483314773547883,1
146,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,2496.5,0.7392349289004606,0.061486080512717804,7.483314773547883,1
147,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856,2489.5,0.7531231170917856,0.06342639084153445,7.483314773547883,1
148,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.798513279999995,2503.1000000000004,0.6974551556070472,0.056649754304662216,7.483314773547883,1
149,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,2496.5,0.7392349289004606,0.061486080512717804,7.483314773547883,1
150,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412,2489.8,0.7811872439553377,0.06253514338501083,7.483314773547883,1
151,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.69808963999999,2510.2,0.754362202214963,0.05872042068361087,7.483314773547883,1
152,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,2484.6000000000004,0.7604845850438702,0.06636883200515173,7.483314773547883,1
153,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832,2459.2,0.76667208848406,0.07473975276512689,7.483314773547883,1
154,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.896079119999996,2495.8,0.757472553890536,0.06166359483933007,7.483314773547883,1
155,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,2484.6000000000004,0.7604845850438702,0.06636883200515173,7.483314773547883,1
156,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412,2507.4000000000005,0.8013081279412936,0.0577091808247587,7.483314773547883,1
157,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,2484.6000000000004,0.7604845850438702,0.06636883200515173,7.483314773547883,1
158,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924,2461.9,0.7188756651366831,0.07555140338762743,7.483314773547883,1
159,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.40005615999999,2503.3,0.7548036591698957,0.05828306635241481,7.483314773547883,1
160,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,2484.6000000000004,0.7604845850438702,0.06636883200515173,7.483314773547883,1
161,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012,2467.8,0.7656617229921386,0.07087284220763433,7.483314773547883,1
162,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588,2517.2,0.7436834578102655,0.06757508342602893,9.539392014169456,1
163,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684,2509.3,0.765512294265333,0.06993982385525843,9.539392014169456,1
164,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,2531.5,0.7290144183290539,0.06063598656922773,9.539392014169456,1
165,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824,2532.0,0.7290679304897314,0.05979462875197473,9.539392014169456,1
166,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5009994,2554.5,0.7588569191622627,0.04955960070463887,9.539392014169456,1
167,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236,2508.4,0.6986126614575028,0.07219741667995534,9.539392014169456,1
168,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999,2539.8,0.7125757933695567,0.05425624064886999,9.539392014169456,1
169,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,2531.5,0.7290144183290539,0.06063598656922773,9.539392014169456,1
170,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504,2524.5,0.7426817191523074,0.06254703901762726,9.539392014169456,1
171,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.19840936,2538.1000000000004,0.6878373586541113,0.055868563098380675,9.539392014169456,1
172,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,2531.5,0.7290144183290539,0.06063598656922773,9.539392014169456,1
173,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452,2524.8,0.7703580481622306,0.06166825095057033,9.539392014169456,1
174,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999,2545.2,0.743988684582744,0.05791293415055792,9.539392014169456,1
175,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,2519.6000000000004,0.7499206223210032,0.06544689633275122,9.539392014169456,1
176,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344,2530.8,0.746996996996997,0.06081081081081081,9.539392014169456,1
177,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,2519.6000000000004,0.7499206223210032,0.06544689633275122,9.539392014169456,1
178,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164,2542.4000000000005,0.790276903713027,0.05691472624292006,9.539392014169456,1
179,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,2519.6000000000004,0.7499206223210032,0.06544689633275122,9.539392014169456,1
180,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356,2496.9,0.7087989106492051,0.07449237053946894,9.539392014169456,1
181,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.5992248,2538.3,0.7443958554938344,0.05747941535673482,9.539392014169456,1
182,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,2519.6000000000004,0.7499206223210032,0.06544689633275122,9.539392014169456,1
183,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508,2502.8,0.7549544510148632,0.0698817324596452,9.539392014169456,1
184,222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204,2353.1800000000003,0.8218963275227564,0.08044008533133885,1.7320508075688772,1
185,222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896,2364.1800000000003,0.8180722280029439,0.08006581563163548,3.7416573867739413,1
186,222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836,2378.1800000000003,0.8132563557005777,0.07959447981229342,5.291502622129181,1
187,222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.447519959999997,2406.1800000000003,0.8037927337106949,0.0786682625572484,7.483314773547883,1
188,222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578,2450.1800000000003,0.7893583328571778,0.07725554857194164,10.0,1
189,233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856,2333.047,0.8117196095920912,0.08482040867586464,1.7320508075688772,1
190,233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436,2344.047,0.8079104215913758,0.08442236866410954,3.7416573867739413,1
